total_epoch: 150, batch_size: 4, initial_lr: 0.0001, drop_lr: 0.5, drop_lr_per_epoch: 30.0
epoch 29, total loss 1.419, train acc 0.67391, train_AUC 0.80198, train_F1: 0.54545
epoch 30, total loss 1.6615, train acc 0.76087, train_AUC 0.86269, train_F1: 0.69444
epoch 31, total loss 2.0293, train acc 0.57609, train_AUC 0.63611, train_F1: 0.43478
epoch 32, total loss 1.4225, train acc 0.72826, train_AUC 0.81534, train_F1: 0.61538
epoch 33, total loss 1.4146, train acc 0.71739, train_AUC 0.82396, train_F1: 0.60606
epoch 34, total loss 1.418, train acc 0.78261, train_AUC 0.84546, train_F1: 0.72973
epoch 35, total loss 1.5224, train acc 0.65217, train_AUC 0.7539, train_F1: 0.46667
epoch 36, total loss 1.5029, train acc 0.73913, train_AUC 0.81087, train_F1: 0.67568
epoch 37, total loss 1.6067, train acc 0.66304, train_AUC 0.74716, train_F1: 0.53731
epoch 38, total loss 1.3032, train acc 0.72826, train_AUC 0.82695, train_F1: 0.62687
epoch 39, total loss 1.3912, train acc 0.68478, train_AUC 0.75945, train_F1: 0.56716
epoch 40, total loss 1.5396, train acc 0.68478, train_AUC 0.7792, train_F1: 0.56716
epoch 41, total loss 1.5743, train acc 0.6413, train_AUC 0.79017, train_F1: 0.53521
epoch 42, total loss 1.423, train acc 0.73913, train_AUC 0.79716, train_F1: 0.66667
epoch 43, total loss 1.6505, train acc 0.65217, train_AUC 0.71739, train_F1: 0.54286
epoch 44, total loss 1.2798, train acc 0.66304, train_AUC 0.80095, train_F1: 0.55072
epoch 45, total loss 1.2318, train acc 0.72826, train_AUC 0.83759, train_F1: 0.64789
epoch 46, total loss 1.2847, train acc 0.70652, train_AUC 0.79858, train_F1: 0.59701
epoch 47, total loss 1.1655, train acc 0.71739, train_AUC 0.79924, train_F1: 0.60606
epoch 48, total loss 1.5533, train acc 0.67391, train_AUC 0.7311, train_F1: 0.57143
epoch 49, total loss 1.306, train acc 0.73913, train_AUC 0.84279, train_F1: 0.65714
epoch 50, total loss 1.1864, train acc 0.71739, train_AUC 0.81324, train_F1: 0.65789
epoch 51, total loss 1.3591, train acc 0.70652, train_AUC 0.76042, train_F1: 0.58462
epoch 52, total loss 1.3051, train acc 0.61957, train_AUC 0.75603, train_F1: 0.49275
epoch 53, total loss 1.4471, train acc 0.72826, train_AUC 0.84216, train_F1: 0.62687
epoch 54, total loss 1.4351, train acc 0.72826, train_AUC 0.79025, train_F1: 0.64789
epoch 55, total loss 1.5926, train acc 0.63043, train_AUC 0.69697, train_F1: 0.51429
epoch 56, total loss 1.3357, train acc 0.66304, train_AUC 0.76136, train_F1: 0.52308
epoch 57, total loss 1.2616, train acc 0.68478, train_AUC 0.79112, train_F1: 0.56716
epoch 58, total loss 1.1646, train acc 0.72826, train_AUC 0.84712, train_F1: 0.64789
epoch 59, total loss 1.368, train acc 0.65217, train_AUC 0.73901, train_F1: 0.54286
epoch 60, total loss 1.1997, train acc 0.68478, train_AUC 0.77225, train_F1: 0.56716
epoch 61, total loss 1.2879, train acc 0.68478, train_AUC 0.79301, train_F1: 0.56716
epoch 62, total loss 1.1364, train acc 0.75, train_AUC 0.80942, train_F1: 0.65672
epoch 63, total loss 1.2815, train acc 0.65217, train_AUC 0.74622, train_F1: 0.51515
epoch 64, total loss 1.1184, train acc 0.70652, train_AUC 0.80331, train_F1: 0.58462
epoch 65, total loss 1.2799, train acc 0.72826, train_AUC 0.77305, train_F1: 0.64789
epoch 66, total loss 1.0865, train acc 0.72826, train_AUC 0.83215, train_F1: 0.64789
epoch 67, total loss 1.1332, train acc 0.71739, train_AUC 0.76927, train_F1: 0.60606
epoch 68, total loss 1.074, train acc 0.80435, train_AUC 0.86673, train_F1: 0.76923
epoch 69, total loss 1.0118, train acc 0.69565, train_AUC 0.84688, train_F1: 0.57576
epoch 70, total loss 1.0391, train acc 0.67391, train_AUC 0.7897, train_F1: 0.54545
epoch 71, total loss 1.1412, train acc 0.73913, train_AUC 0.8431, train_F1: 0.64706
epoch 72, total loss 1.251, train acc 0.70652, train_AUC 0.80567, train_F1: 0.61972
epoch 73, total loss 1.0198, train acc 0.69565, train_AUC 0.78865, train_F1: 0.57576
epoch 74, total loss 1.1941, train acc 0.69565, train_AUC 0.8052, train_F1: 0.57576
epoch 75, total loss 1.138, train acc 0.66304, train_AUC 0.79301, train_F1: 0.53731
epoch 76, total loss 1.0463, train acc 0.75, train_AUC 0.84026, train_F1: 0.67606
epoch 77, total loss 0.99508, train acc 0.67391, train_AUC 0.82884, train_F1: 0.55882
epoch 78, total loss 1.2126, train acc 0.6413, train_AUC 0.7552, train_F1: 0.45902
epoch 79, total loss 1.252, train acc 0.67391, train_AUC 0.81876, train_F1: 0.54545
epoch 80, total loss 1.2452, train acc 0.68478, train_AUC 0.79395, train_F1: 0.57971
epoch 81, total loss 0.94324, train acc 0.71739, train_AUC 0.83956, train_F1: 0.62857
epoch 82, total loss 1.1119, train acc 0.67391, train_AUC 0.78534, train_F1: 0.58333
epoch 83, total loss 1.2486, train acc 0.66304, train_AUC 0.76076, train_F1: 0.56338
epoch 84, total loss 1.0606, train acc 0.68478, train_AUC 0.84357, train_F1: 0.56716
epoch 85, total loss 1.1161, train acc 0.71739, train_AUC 0.7922, train_F1: 0.62857
epoch 86, total loss 0.83658, train acc 0.81522, train_AUC 0.90355, train_F1: 0.77922
epoch 87, total loss 1.0348, train acc 0.70652, train_AUC 0.82561, train_F1: 0.6087
epoch 88, total loss 1.2088, train acc 0.70652, train_AUC 0.83081, train_F1: 0.6087
epoch 89, total loss 1.0754, train acc 0.76087, train_AUC 0.84216, train_F1: 0.71053
epoch 90, total loss 1.0498, train acc 0.72826, train_AUC 0.79301, train_F1: 0.63768
epoch 91, total loss 1.2809, train acc 0.68478, train_AUC 0.75118, train_F1: 0.53968
epoch 92, total loss 0.97654, train acc 0.76087, train_AUC 0.84735, train_F1: 0.7027
epoch 93, total loss 0.92199, train acc 0.75, train_AUC 0.84026, train_F1: 0.69333
epoch 94, total loss 0.9574, train acc 0.75, train_AUC 0.85674, train_F1: 0.65672
epoch 95, total loss 1.0291, train acc 0.69565, train_AUC 0.83617, train_F1: 0.58824
epoch 96, total loss 0.86945, train acc 0.76087, train_AUC 0.88038, train_F1: 0.69444
epoch 97, total loss 0.94321, train acc 0.72826, train_AUC 0.85232, train_F1: 0.62687
epoch 98, total loss 1.2423, train acc 0.66304, train_AUC 0.78025, train_F1: 0.55072
epoch 99, total loss 0.96512, train acc 0.71739, train_AUC 0.82183, train_F1: 0.60606
epoch 100, total loss 1.1276, train acc 0.63043, train_AUC 0.74953, train_F1: 0.5
epoch 101, total loss 1.1468, train acc 0.6413, train_AUC 0.76028, train_F1: 0.45902
epoch 102, total loss 1.1009, train acc 0.77174, train_AUC 0.87092, train_F1: 0.69565
epoch 103, total loss 0.91852, train acc 0.72826, train_AUC 0.84216, train_F1: 0.64789
epoch 104, total loss 0.90985, train acc 0.77174, train_AUC 0.88747, train_F1: 0.69565
epoch 105, total loss 0.95392, train acc 0.70652, train_AUC 0.81371, train_F1: 0.58462
epoch 106, total loss 0.9902, train acc 0.73913, train_AUC 0.85535, train_F1: 0.63636
epoch 107, total loss 0.99876, train acc 0.76087, train_AUC 0.85208, train_F1: 0.68571
epoch 108, total loss 1.1959, train acc 0.69565, train_AUC 0.79385, train_F1: 0.57576
epoch 109, total loss 0.97536, train acc 0.69565, train_AUC 0.80506, train_F1: 0.58824
epoch 110, total loss 1.1302, train acc 0.70652, train_AUC 0.81829, train_F1: 0.6087
epoch 111, total loss 0.91373, train acc 0.75, train_AUC 0.86667, train_F1: 0.66667
epoch 112, total loss 1.0486, train acc 0.68478, train_AUC 0.80884, train_F1: 0.57971
epoch 113, total loss 0.85225, train acc 0.77174, train_AUC 0.88091, train_F1: 0.72727
epoch 114, total loss 1.0616, train acc 0.68478, train_AUC 0.82908, train_F1: 0.55385
epoch 115, total loss 1.0889, train acc 0.69565, train_AUC 0.78274, train_F1: 0.61111
epoch 116, total loss 1.0619, train acc 0.67391, train_AUC 0.80624, train_F1: 0.57143
epoch 117, total loss 0.88982, train acc 0.70652, train_AUC 0.86933, train_F1: 0.6087
epoch 118, total loss 1.0145, train acc 0.72826, train_AUC 0.81144, train_F1: 0.63768
epoch 119, total loss 1.0054, train acc 0.73913, train_AUC 0.82104, train_F1: 0.64706
epoch 120, total loss 0.89014, train acc 0.76087, train_AUC 0.85556, train_F1: 0.68571
epoch 121, total loss 0.79404, train acc 0.73913, train_AUC 0.89787, train_F1: 0.65714
epoch 122, total loss 0.78704, train acc 0.77174, train_AUC 0.88068, train_F1: 0.68657
epoch 123, total loss 1.1992, train acc 0.71739, train_AUC 0.78977, train_F1: 0.59375
epoch 124, total loss 1.0138, train acc 0.71739, train_AUC 0.82798, train_F1: 0.60606
epoch 125, total loss 0.94341, train acc 0.73913, train_AUC 0.83972, train_F1: 0.64706
epoch 126, total loss 1.0, train acc 0.73913, train_AUC 0.87258, train_F1: 0.65714
epoch 127, total loss 0.99467, train acc 0.72826, train_AUC 0.82648, train_F1: 0.62687
epoch 128, total loss 0.95255, train acc 0.72826, train_AUC 0.83381, train_F1: 0.63768
epoch 129, total loss 1.0259, train acc 0.68478, train_AUC 0.79882, train_F1: 0.55385
epoch 130, total loss 1.2074, train acc 0.68478, train_AUC 0.79088, train_F1: 0.56716
epoch 131, total loss 0.95485, train acc 0.70652, train_AUC 0.87618, train_F1: 0.59701
epoch 132, total loss 0.79068, train acc 0.77174, train_AUC 0.89574, train_F1: 0.69565
epoch 133, total loss 1.2236, train acc 0.67391, train_AUC 0.75768, train_F1: 0.54545
epoch 134, total loss 1.001, train acc 0.77174, train_AUC 0.84044, train_F1: 0.69565
epoch 135, total loss 0.87452, train acc 0.73913, train_AUC 0.84775, train_F1: 0.64706
epoch 136, total loss 1.0037, train acc 0.67391, train_AUC 0.78143, train_F1: 0.55882
epoch 137, total loss 0.86938, train acc 0.76087, train_AUC 0.88185, train_F1: 0.69444
epoch 138, total loss 1.0804, train acc 0.69565, train_AUC 0.80577, train_F1: 0.58824
epoch 139, total loss 0.81298, train acc 0.78261, train_AUC 0.88233, train_F1: 0.72973
epoch 140, total loss 0.96885, train acc 0.71739, train_AUC 0.82798, train_F1: 0.62857
epoch 141, total loss 1.1014, train acc 0.69565, train_AUC 0.826, train_F1: 0.6
epoch 142, total loss 0.97183, train acc 0.77174, train_AUC 0.84208, train_F1: 0.69565
epoch 143, total loss 1.1329, train acc 0.67391, train_AUC 0.81087, train_F1: 0.55882
epoch 144, total loss 0.91705, train acc 0.76087, train_AUC 0.86957, train_F1: 0.69444
epoch 145, total loss 0.89727, train acc 0.79348, train_AUC 0.85184, train_F1: 0.73973
epoch 146, total loss 1.0764, train acc 0.65217, train_AUC 0.75803, train_F1: 0.5
epoch 147, total loss 1.064, train acc 0.67391, train_AUC 0.79324, train_F1: 0.55882
epoch 148, total loss 0.92823, train acc 0.76087, train_AUC 0.85816, train_F1: 0.67647
epoch 149, total loss 0.9181, train acc 0.70652, train_AUC 0.83105, train_F1: 0.6087
epoch 150, total loss 0.82005, train acc 0.75, train_AUC 0.90359, train_F1: 0.66667
