total_epoch: 150, batch_size: 4, initial_lr: 0.0001, drop_lr: 0.5, drop_lr_per_epoch: 30.0
epoch 49, total loss 1.3496, train acc 0.57609, train_AUC 0.72908, train_F1: 0.36066
epoch 50, total loss 1.3122, train acc 0.67391, train_AUC 0.78828, train_F1: 0.54545
epoch 51, total loss 1.3433, train acc 0.73913, train_AUC 0.79759, train_F1: 0.63636
epoch 52, total loss 1.1963, train acc 0.69565, train_AUC 0.81608, train_F1: 0.5625
epoch 53, total loss 1.4386, train acc 0.69565, train_AUC 0.80567, train_F1: 0.57576
epoch 54, total loss 1.5228, train acc 0.6413, train_AUC 0.74468, train_F1: 0.47619
epoch 55, total loss 1.3989, train acc 0.67391, train_AUC 0.80095, train_F1: 0.54545
epoch 56, total loss 1.1175, train acc 0.71739, train_AUC 0.82009, train_F1: 0.62857
epoch 57, total loss 1.0258, train acc 0.67391, train_AUC 0.78889, train_F1: 0.57143
epoch 58, total loss 1.3357, train acc 0.66304, train_AUC 0.7448, train_F1: 0.56338
epoch 59, total loss 1.036, train acc 0.73913, train_AUC 0.84184, train_F1: 0.66667
epoch 60, total loss 1.0247, train acc 0.68478, train_AUC 0.8279, train_F1: 0.53968
epoch 61, total loss 1.122, train acc 0.70652, train_AUC 0.80813, train_F1: 0.6087
epoch 62, total loss 1.0321, train acc 0.71739, train_AUC 0.84043, train_F1: 0.60606
epoch 63, total loss 1.3258, train acc 0.71739, train_AUC 0.81584, train_F1: 0.63889
epoch 64, total loss 1.2208, train acc 0.68478, train_AUC 0.83924, train_F1: 0.56716
epoch 65, total loss 1.1544, train acc 0.70652, train_AUC 0.82173, train_F1: 0.59701
epoch 66, total loss 1.1189, train acc 0.76087, train_AUC 0.87589, train_F1: 0.7027
epoch 67, total loss 1.0118, train acc 0.70652, train_AUC 0.83404, train_F1: 0.57143
epoch 68, total loss 1.0371, train acc 0.78261, train_AUC 0.83854, train_F1: 0.72222
epoch 69, total loss 1.1452, train acc 0.77174, train_AUC 0.86809, train_F1: 0.71233
epoch 70, total loss 1.1544, train acc 0.67391, train_AUC 0.79395, train_F1: 0.54545
epoch 71, total loss 1.2544, train acc 0.65217, train_AUC 0.79348, train_F1: 0.51515
epoch 72, total loss 0.964, train acc 0.76087, train_AUC 0.84263, train_F1: 0.7027
epoch 73, total loss 1.0991, train acc 0.67391, train_AUC 0.75685, train_F1: 0.55882
epoch 74, total loss 1.0232, train acc 0.72826, train_AUC 0.8227, train_F1: 0.61538
epoch 75, total loss 1.0195, train acc 0.69565, train_AUC 0.81513, train_F1: 0.61111
epoch 76, total loss 1.1138, train acc 0.67391, train_AUC 0.81135, train_F1: 0.54545
epoch 77, total loss 1.2064, train acc 0.76087, train_AUC 0.81345, train_F1: 0.67647
epoch 78, total loss 1.266, train acc 0.68478, train_AUC 0.75425, train_F1: 0.59155
epoch 79, total loss 0.91061, train acc 0.69565, train_AUC 0.86933, train_F1: 0.5625
epoch 80, total loss 1.2116, train acc 0.68478, train_AUC 0.79726, train_F1: 0.55385
epoch 81, total loss 1.0342, train acc 0.69565, train_AUC 0.81655, train_F1: 0.63158
epoch 82, total loss 0.99714, train acc 0.80435, train_AUC 0.85674, train_F1: 0.75
epoch 83, total loss 0.97692, train acc 0.72826, train_AUC 0.87021, train_F1: 0.63768
epoch 84, total loss 0.90732, train acc 0.67391, train_AUC 0.84444, train_F1: 0.51613
epoch 85, total loss 1.1205, train acc 0.69565, train_AUC 0.80658, train_F1: 0.57576
epoch 86, total loss 1.0265, train acc 0.73913, train_AUC 0.83105, train_F1: 0.65714
epoch 87, total loss 1.0583, train acc 0.66304, train_AUC 0.78403, train_F1: 0.52308
epoch 88, total loss 1.0774, train acc 0.72826, train_AUC 0.85014, train_F1: 0.62687
epoch 89, total loss 1.13, train acc 0.70652, train_AUC 0.82183, train_F1: 0.6087
epoch 90, total loss 1.1998, train acc 0.67391, train_AUC 0.75236, train_F1: 0.53125
epoch 91, total loss 1.0333, train acc 0.73913, train_AUC 0.80946, train_F1: 0.64706
epoch 92, total loss 0.9492, train acc 0.69565, train_AUC 0.81096, train_F1: 0.57576
epoch 93, total loss 0.96632, train acc 0.75, train_AUC 0.86147, train_F1: 0.67606
epoch 94, total loss 1.1833, train acc 0.6413, train_AUC 0.75851, train_F1: 0.50746
epoch 95, total loss 0.95943, train acc 0.71739, train_AUC 0.85248, train_F1: 0.59375
epoch 96, total loss 1.0232, train acc 0.76087, train_AUC 0.82671, train_F1: 0.7027
epoch 97, total loss 0.93824, train acc 0.69565, train_AUC 0.85964, train_F1: 0.6
epoch 98, total loss 1.1983, train acc 0.66304, train_AUC 0.74374, train_F1: 0.53731
epoch 99, total loss 0.97042, train acc 0.76087, train_AUC 0.84397, train_F1: 0.68571
epoch 100, total loss 1.0984, train acc 0.67391, train_AUC 0.78355, train_F1: 0.57143
epoch 101, total loss 0.90161, train acc 0.82609, train_AUC 0.88636, train_F1: 0.77778
epoch 102, total loss 1.0647, train acc 0.70652, train_AUC 0.80104, train_F1: 0.6087
epoch 103, total loss 1.1745, train acc 0.68478, train_AUC 0.77281, train_F1: 0.53968
epoch 104, total loss 0.96721, train acc 0.73913, train_AUC 0.83121, train_F1: 0.64706
epoch 105, total loss 0.91938, train acc 0.76087, train_AUC 0.85161, train_F1: 0.68571
epoch 106, total loss 0.96687, train acc 0.69565, train_AUC 0.79385, train_F1: 0.57576
epoch 107, total loss 0.92422, train acc 0.71739, train_AUC 0.85863, train_F1: 0.61765
epoch 108, total loss 0.98416, train acc 0.73913, train_AUC 0.82892, train_F1: 0.65714
epoch 109, total loss 1.0488, train acc 0.68478, train_AUC 0.79631, train_F1: 0.59155
epoch 110, total loss 0.91907, train acc 0.72826, train_AUC 0.84539, train_F1: 0.61538
epoch 111, total loss 1.0097, train acc 0.70652, train_AUC 0.80662, train_F1: 0.58462
epoch 112, total loss 0.95151, train acc 0.69565, train_AUC 0.82222, train_F1: 0.57576
epoch 113, total loss 0.92022, train acc 0.76087, train_AUC 0.86903, train_F1: 0.7027
epoch 114, total loss 1.039, train acc 0.71739, train_AUC 0.77707, train_F1: 0.60606
epoch 115, total loss 0.91165, train acc 0.69565, train_AUC 0.81805, train_F1: 0.58824
epoch 116, total loss 0.98688, train acc 0.69565, train_AUC 0.80516, train_F1: 0.54839
epoch 117, total loss 0.88291, train acc 0.70652, train_AUC 0.84113, train_F1: 0.59701
epoch 118, total loss 1.068, train acc 0.69565, train_AUC 0.79338, train_F1: 0.61111
epoch 119, total loss 0.97308, train acc 0.69565, train_AUC 0.83924, train_F1: 0.54839
epoch 120, total loss 0.94827, train acc 0.72826, train_AUC 0.81144, train_F1: 0.63768
epoch 121, total loss 1.1532, train acc 0.73913, train_AUC 0.83593, train_F1: 0.64706
epoch 122, total loss 1.0556, train acc 0.66304, train_AUC 0.78913, train_F1: 0.53731
epoch 123, total loss 0.9274, train acc 0.72826, train_AUC 0.82514, train_F1: 0.62687
epoch 124, total loss 1.0234, train acc 0.66304, train_AUC 0.78403, train_F1: 0.50794
epoch 125, total loss 0.95558, train acc 0.66304, train_AUC 0.78605, train_F1: 0.4918
epoch 126, total loss 1.0168, train acc 0.66304, train_AUC 0.79054, train_F1: 0.50794
epoch 127, total loss 1.0473, train acc 0.77174, train_AUC 0.84853, train_F1: 0.71233
epoch 128, total loss 1.0049, train acc 0.69565, train_AUC 0.80824, train_F1: 0.54839
epoch 129, total loss 0.8873, train acc 0.76087, train_AUC 0.86525, train_F1: 0.67647
epoch 130, total loss 0.90585, train acc 0.75, train_AUC 0.84216, train_F1: 0.67606
epoch 131, total loss 1.0633, train acc 0.71739, train_AUC 0.80757, train_F1: 0.64865
epoch 132, total loss 0.89027, train acc 0.75, train_AUC 0.84706, train_F1: 0.65672
epoch 133, total loss 0.86901, train acc 0.75, train_AUC 0.86288, train_F1: 0.66667
epoch 134, total loss 0.98447, train acc 0.70652, train_AUC 0.82183, train_F1: 0.6087
epoch 135, total loss 0.86798, train acc 0.73913, train_AUC 0.84351, train_F1: 0.63636
epoch 136, total loss 0.98157, train acc 0.71739, train_AUC 0.83365, train_F1: 0.60606
epoch 137, total loss 0.86887, train acc 0.72826, train_AUC 0.84168, train_F1: 0.64789
epoch 138, total loss 1.0561, train acc 0.68478, train_AUC 0.82459, train_F1: 0.56716
epoch 139, total loss 1.0594, train acc 0.66304, train_AUC 0.76607, train_F1: 0.52308
epoch 140, total loss 0.82865, train acc 0.68478, train_AUC 0.85012, train_F1: 0.57971
epoch 141, total loss 0.92543, train acc 0.73913, train_AUC 0.8844, train_F1: 0.64706
epoch 142, total loss 0.9805, train acc 0.77174, train_AUC 0.84375, train_F1: 0.70423
epoch 143, total loss 1.0488, train acc 0.67391, train_AUC 0.7773, train_F1: 0.54545
epoch 144, total loss 0.96034, train acc 0.65217, train_AUC 0.80946, train_F1: 0.51515
epoch 145, total loss 1.1179, train acc 0.72826, train_AUC 0.77812, train_F1: 0.62687
epoch 146, total loss 0.97476, train acc 0.71739, train_AUC 0.80993, train_F1: 0.62857
epoch 147, total loss 1.1268, train acc 0.72826, train_AUC 0.83483, train_F1: 0.66667
epoch 148, total loss 0.9918, train acc 0.77174, train_AUC 0.83696, train_F1: 0.72
epoch 149, total loss 0.88872, train acc 0.73913, train_AUC 0.84594, train_F1: 0.64706
epoch 150, total loss 0.83937, train acc 0.71739, train_AUC 0.86767, train_F1: 0.60606
